"cluster_id_entity","usample","channel","depth_top_cm","depth_mid_cm","depth_bot_cm","thick_cm","age_mid_cal_yr_bp","age_top_cal_yr_bp","age_bot_cal_yr_bp","age_source","NAME","ELEMENT","size_min_um","size_max_um","size_min_open","size_max_open","UNITS","CONTEXT","context_source","TAPHONOMY","GROUP","value","value_orig","value_conversion","value_source_column","sample_quantity_value","sample_quantity_ELEMENT","sample_quantity_UNITS","data_source","data_entity","original_fire_proxy","original_meas_type","original_meas_detail","original_meas_method","original_proxy_class","original_quant_units","original_quant_units_raw","parsed_size_token","parsed_unit_token","depth_source","depth_repair_method","n_db_contrib","db_contrib","vocab_flags","entity_name","lat_dd_north","lon_dd_east","elev_m","hemisphere","country_entity","location_desc","depo_context","cluster_id","pubtypeid","year","citation","articletitle","journal","volume","issue","pages","citationnumber","doi","booktitle","numvolumes","edition","volumetitle","seriestitle","seriesvolume","publisher","url_pub","city","state","country","originallanguage","notes_pub","pub_source","cluster_id_contact","contactname","contactstatusid","familyname","leadinginitials","givennames","suffix","title","phone","fax","email","url","address","notes","contact_source","cluster_id_geo","db_geo","source_entity","date_id","depth_cm_geo","depth_orig_geo","depth_unit_geo","thick_cm_geo","date_type","material","age_14C","error","cal_age_geo","cal_curve","lab_number","included","exclude_reason","notes_geo","datasetname","controlled_units","controlled_element","X","X.1","X.2","age_geo","chroncontrol_limityounger","chroncontrol_limitolder","chroncontrol_age","chroncontrol_depth","chroncontrol_thickness","chroncontrol_comments","chronology_notes_full","controlled_dep","neotoma_geochrontype","neotoma_chroncontroltypes","ageboundyounger","ageboundolder","agetype","datasettype","datasetnotes_full","samplenotes_full"
"1696",0,"charcoal | num",NA,NA,NA,NA,0,NA,NA,"GCDv1","Charcoal (sum)","(additional options)",NA,NA,"False","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",1086,NA,NA,"quant_raw",1,"volume","cm^3","GCDv1","GCDv1_577","charcoal","count","macrochar","pollen_slide","particle","num",NA,"no_size","num","GCDv1","unrepairable",1,"GCDv1",NA,"Boigu Gawat Core 1",-10.1,142.14,10,"south","Australia",NA,"sedswamp",1696,1,2007,"Rowe, C., 2007. A palynological investigation of Holocene vegetation change in Torres Strait, seasonal tropics of northern Australia. Palaeogeography, Palaeoclimatology, Palaeoecology 251, 83–103.","A palynological investigation of Holocene vegetation change in Torres Strait, seasonal tropics of northern Australia","Palaeogeography, Palaeoclimatology, Palaeoecology",251,NA,"83-103",NA,"10.1016/j.palaeo.2007.02.019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"Rowe, C.",1,"Rowe","C.","",NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"RPDv1b",513,25666,0,0,"cm",NA,"Top of core known","not applicable",NA,5,-65,NA,"not applicable",TRUE,NA,"NA Date is calibrated.","Boigu Gawat Core 1_POLLENSLIDE","counted","NaN-NaN",NA,NA,"",-65,-70,-60,-65,0,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","","Core top",0,13824,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: GCDv1","Sample Age Source: GCDv1"
"1696",5,"charcoal | num",NA,NA,NA,NA,33,NA,NA,"RPDv1b","Charcoal (sum)","(additional options)",NA,NA,"False","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",2104,NA,NA,"quant_raw",1,"volume","cm^3","GCDv1","GCDv1_577","charcoal","count","macrochar","pollen_slide","particle","num",NA,"no_size","num","GCDv3","measured",1,"GCDv1",NA,"Boigu Gawat Core 1",-10.1,142.14,10,"south","Australia",NA,"sedswamp",1696,1,2007,"Rowe, C., 2007. A palynological investigation of Holocene vegetation change in Torres Strait, seasonal tropics of northern Australia. Palaeogeography, Palaeoclimatology, Palaeoecology 251, 83–103.","A palynological investigation of Holocene vegetation change in Torres Strait, seasonal tropics of northern Australia","Palaeogeography, Palaeoclimatology, Palaeoecology",251,NA,"83-103",NA,"10.1016/j.palaeo.2007.02.019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"Rowe, C.",1,"Rowe","C.","",NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"RPDv1b",513,25666,0,0,"cm",NA,"Top of core known","not applicable",NA,5,-65,NA,"not applicable",TRUE,NA,"NA Date is calibrated.","Boigu Gawat Core 1_POLLENSLIDE","counted","NaN-NaN",NA,NA,"",-65,-70,-60,-65,0,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","","Core top",0,13824,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: GCDv1","Sample Age Source: RPDv1b"
"1696",10,"charcoal | num",NA,NA,NA,NA,124,NA,NA,"RPDv1b","Charcoal (sum)","(additional options)",NA,NA,"False","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",968,NA,NA,"quant_raw",1,"volume","cm^3","GCDv1","GCDv1_577","charcoal","count","macrochar","pollen_slide","particle","num",NA,"no_size","num","GCDv3","measured",1,"GCDv1",NA,"Boigu Gawat Core 1",-10.1,142.14,10,"south","Australia",NA,"sedswamp",1696,1,2007,"Rowe, C., 2007. A palynological investigation of Holocene vegetation change in Torres Strait, seasonal tropics of northern Australia. Palaeogeography, Palaeoclimatology, Palaeoecology 251, 83–103.","A palynological investigation of Holocene vegetation change in Torres Strait, seasonal tropics of northern Australia","Palaeogeography, Palaeoclimatology, Palaeoecology",251,NA,"83-103",NA,"10.1016/j.palaeo.2007.02.019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"Rowe, C.",1,"Rowe","C.","",NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"RPDv1b",513,25666,0,0,"cm",NA,"Top of core known","not applicable",NA,5,-65,NA,"not applicable",TRUE,NA,"NA Date is calibrated.","Boigu Gawat Core 1_POLLENSLIDE","counted","NaN-NaN",NA,NA,"",-65,-70,-60,-65,0,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","","Core top",0,13824,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: GCDv1","Sample Age Source: RPDv1b"
"1696",14,"charcoal | num",NA,NA,NA,NA,192,NA,NA,"GCDv1","Charcoal (sum)","(additional options)",NA,NA,"False","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",585,NA,NA,"quant_raw",1,"volume","cm^3","GCDv1","GCDv1_577","charcoal","count","macrochar","pollen_slide","particle","num",NA,"no_size","num","GCDv1","unrepairable",1,"GCDv1",NA,"Boigu Gawat Core 1",-10.1,142.14,10,"south","Australia",NA,"sedswamp",1696,1,2007,"Rowe, C., 2007. A palynological investigation of Holocene vegetation change in Torres Strait, seasonal tropics of northern Australia. Palaeogeography, Palaeoclimatology, Palaeoecology 251, 83–103.","A palynological investigation of Holocene vegetation change in Torres Strait, seasonal tropics of northern Australia","Palaeogeography, Palaeoclimatology, Palaeoecology",251,NA,"83-103",NA,"10.1016/j.palaeo.2007.02.019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"Rowe, C.",1,"Rowe","C.","",NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"RPDv1b",513,25666,0,0,"cm",NA,"Top of core known","not applicable",NA,5,-65,NA,"not applicable",TRUE,NA,"NA Date is calibrated.","Boigu Gawat Core 1_POLLENSLIDE","counted","NaN-NaN",NA,NA,"",-65,-70,-60,-65,0,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","","Core top",0,13824,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: GCDv1","Sample Age Source: GCDv1"
"1696",17,"charcoal | num",NA,NA,NA,NA,273,NA,NA,"RPDv1b","Charcoal (sum)","(additional options)",NA,NA,"False","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",1120,NA,NA,"quant_raw",1,"volume","cm^3","GCDv1","GCDv1_577","charcoal","count","macrochar","pollen_slide","particle","num",NA,"no_size","num","GCDv3","measured",1,"GCDv1",NA,"Boigu Gawat Core 1",-10.1,142.14,10,"south","Australia",NA,"sedswamp",1696,1,2007,"Rowe, C., 2007. A palynological investigation of Holocene vegetation change in Torres Strait, seasonal tropics of northern Australia. Palaeogeography, Palaeoclimatology, Palaeoecology 251, 83–103.","A palynological investigation of Holocene vegetation change in Torres Strait, seasonal tropics of northern Australia","Palaeogeography, Palaeoclimatology, Palaeoecology",251,NA,"83-103",NA,"10.1016/j.palaeo.2007.02.019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"Rowe, C.",1,"Rowe","C.","",NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"RPDv1b",513,25666,0,0,"cm",NA,"Top of core known","not applicable",NA,5,-65,NA,"not applicable",TRUE,NA,"NA Date is calibrated.","Boigu Gawat Core 1_POLLENSLIDE","counted","NaN-NaN",NA,NA,"",-65,-70,-60,-65,0,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","","Core top",0,13824,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: GCDv1","Sample Age Source: RPDv1b"
"1696",21,"charcoal | num",NA,NA,NA,NA,383,NA,NA,"GCDv1","Charcoal (sum)","(additional options)",NA,NA,"False","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",741,NA,NA,"quant_raw",1,"volume","cm^3","GCDv1","GCDv1_577","charcoal","count","macrochar","pollen_slide","particle","num",NA,"no_size","num","GCDv1","unrepairable",1,"GCDv1",NA,"Boigu Gawat Core 1",-10.1,142.14,10,"south","Australia",NA,"sedswamp",1696,1,2007,"Rowe, C., 2007. A palynological investigation of Holocene vegetation change in Torres Strait, seasonal tropics of northern Australia. Palaeogeography, Palaeoclimatology, Palaeoecology 251, 83–103.","A palynological investigation of Holocene vegetation change in Torres Strait, seasonal tropics of northern Australia","Palaeogeography, Palaeoclimatology, Palaeoecology",251,NA,"83-103",NA,"10.1016/j.palaeo.2007.02.019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"Rowe, C.",1,"Rowe","C.","",NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"RPDv1b",513,25666,0,0,"cm",NA,"Top of core known","not applicable",NA,5,-65,NA,"not applicable",TRUE,NA,"NA Date is calibrated.","Boigu Gawat Core 1_POLLENSLIDE","counted","NaN-NaN",NA,NA,"",-65,-70,-60,-65,0,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","","Core top",0,13824,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: GCDv1","Sample Age Source: GCDv1"
"1696",23,"charcoal | num",NA,NA,NA,NA,480,NA,NA,"RPDv1b","Charcoal (sum)","(additional options)",NA,NA,"False","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",806,NA,NA,"quant_raw",1,"volume","cm^3","GCDv1","GCDv1_577","charcoal","count","macrochar","pollen_slide","particle","num",NA,"no_size","num","GCDv3","measured",1,"GCDv1",NA,"Boigu Gawat Core 1",-10.1,142.14,10,"south","Australia",NA,"sedswamp",1696,1,2007,"Rowe, C., 2007. A palynological investigation of Holocene vegetation change in Torres Strait, seasonal tropics of northern Australia. Palaeogeography, Palaeoclimatology, Palaeoecology 251, 83–103.","A palynological investigation of Holocene vegetation change in Torres Strait, seasonal tropics of northern Australia","Palaeogeography, Palaeoclimatology, Palaeoecology",251,NA,"83-103",NA,"10.1016/j.palaeo.2007.02.019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"Rowe, C.",1,"Rowe","C.","",NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"RPDv1b",513,25666,0,0,"cm",NA,"Top of core known","not applicable",NA,5,-65,NA,"not applicable",TRUE,NA,"NA Date is calibrated.","Boigu Gawat Core 1_POLLENSLIDE","counted","NaN-NaN",NA,NA,"",-65,-70,-60,-65,0,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","","Core top",0,13824,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: GCDv1","Sample Age Source: RPDv1b"
"1696",25,"charcoal | num",NA,NA,NA,NA,575,NA,NA,"GCDv1","Charcoal (sum)","(additional options)",NA,NA,"False","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",466,NA,NA,"quant_raw",1,"volume","cm^3","GCDv1","GCDv1_577","charcoal","count","macrochar","pollen_slide","particle","num",NA,"no_size","num","GCDv1","unrepairable",1,"GCDv1",NA,"Boigu Gawat Core 1",-10.1,142.14,10,"south","Australia",NA,"sedswamp",1696,1,2006,"Rowe, C., 2006. A Holocene History of Vegetation Change in the Western Torres Strait Region, Queensland, Australia (PhD thesis). School of Geography; Environmental Science, Monash University, Melbourne, Australia.","A Holocene History of Vegetation Change in the Western Torres Strait Region, Queensland, Australia (PhD thesis)","School of Geography; Environmental Science, Monash University, Melbourne, Australia",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"Rowe, C.",1,"Rowe","C.","",NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"RPDv1b",513,25666,0,0,"cm",NA,"Top of core known","not applicable",NA,5,-65,NA,"not applicable",TRUE,NA,"NA Date is calibrated.","Boigu Gawat Core 1_POLLENSLIDE","counted","NaN-NaN",NA,NA,"",-65,-70,-60,-65,0,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","","Core top",0,13824,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: GCDv1","Sample Age Source: GCDv1"
"1696",29,"charcoal | num",NA,NA,NA,NA,744,NA,NA,"RPDv1b","Charcoal (sum)","(additional options)",NA,NA,"False","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",110,NA,NA,"quant_raw",1,"volume","cm^3","GCDv1","GCDv1_577","charcoal","count","macrochar","pollen_slide","particle","num",NA,"no_size","num","GCDv3","measured",1,"GCDv1",NA,"Boigu Gawat Core 1",-10.1,142.14,10,"south","Australia",NA,"sedswamp",1696,1,2006,"Rowe, C., 2006. A Holocene History of Vegetation Change in the Western Torres Strait Region, Queensland, Australia (PhD thesis). School of Geography; Environmental Science, Monash University, Melbourne, Australia.","A Holocene History of Vegetation Change in the Western Torres Strait Region, Queensland, Australia (PhD thesis)","School of Geography; Environmental Science, Monash University, Melbourne, Australia",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"Rowe, C.",1,"Rowe","C.","",NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"RPDv1b",513,25666,0,0,"cm",NA,"Top of core known","not applicable",NA,5,-65,NA,"not applicable",TRUE,NA,"NA Date is calibrated.","Boigu Gawat Core 1_POLLENSLIDE","counted","NaN-NaN",NA,NA,"",-65,-70,-60,-65,0,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","","Core top",0,13824,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: GCDv1","Sample Age Source: RPDv1b"
"1696",35,"charcoal | num",NA,NA,NA,NA,1067,NA,NA,"RPDv1b","Charcoal (sum)","(additional options)",NA,NA,"False","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",49,NA,NA,"quant_raw",1,"volume","cm^3","GCDv1","GCDv1_577","charcoal","count","macrochar","pollen_slide","particle","num",NA,"no_size","num","GCDv3","measured",1,"GCDv1",NA,"Boigu Gawat Core 1",-10.1,142.14,10,"south","Australia",NA,"sedswamp",1696,1,2006,"Rowe, C., 2006. A Holocene History of Vegetation Change in the Western Torres Strait Region, Queensland, Australia (PhD thesis). School of Geography; Environmental Science, Monash University, Melbourne, Australia.","A Holocene History of Vegetation Change in the Western Torres Strait Region, Queensland, Australia (PhD thesis)","School of Geography; Environmental Science, Monash University, Melbourne, Australia",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"Rowe, C.",1,"Rowe","C.","",NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:513",1696,"RPDv1b",513,25666,0,0,"cm",NA,"Top of core known","not applicable",NA,5,-65,NA,"not applicable",TRUE,NA,"NA Date is calibrated.","Boigu Gawat Core 1_POLLENSLIDE","counted","NaN-NaN",NA,NA,"",-65,-70,-60,-65,0,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: RPDv1b","Swamp","","Core top",0,13824,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: GCDv1","Sample Age Source: RPDv1b"
