"cluster_id_entity","usample","channel","depth_top_cm","depth_mid_cm","depth_bot_cm","thick_cm","age_mid_cal_yr_bp","age_top_cal_yr_bp","age_bot_cal_yr_bp","age_source","NAME","ELEMENT","size_min_um","size_max_um","size_min_open","size_max_open","UNITS","CONTEXT","context_source","TAPHONOMY","GROUP","value","value_orig","value_conversion","value_source_column","sample_quantity_value","sample_quantity_ELEMENT","sample_quantity_UNITS","data_source","data_entity","original_fire_proxy","original_meas_type","original_meas_detail","original_meas_method","original_proxy_class","original_quant_units","original_quant_units_raw","parsed_size_token","parsed_unit_token","depth_source","depth_repair_method","n_db_contrib","db_contrib","vocab_flags","entity_name","lat_dd_north","lon_dd_east","elev_m","hemisphere","country_entity","location_desc","depo_context","cluster_id","pubtypeid","year","citation","articletitle","journal","volume","issue","pages","citationnumber","doi","booktitle","numvolumes","edition","volumetitle","seriestitle","seriesvolume","publisher","url_pub","city","state","country","originallanguage","notes_pub","pub_source","cluster_id_contact","contactname","contactstatusid","familyname","leadinginitials","givennames","suffix","title","phone","fax","email","url","address","notes","contact_source","cluster_id_geo","db_geo","source_entity","date_id","depth_cm_geo","depth_orig_geo","depth_unit_geo","thick_cm_geo","date_type","material","age_14C","error","cal_age_geo","cal_curve","lab_number","included","exclude_reason","notes_geo","datasetname","controlled_units","controlled_element","X","X.1","X.2","age_geo","chroncontrol_limityounger","chroncontrol_limitolder","chroncontrol_age","chroncontrol_depth","chroncontrol_thickness","chroncontrol_comments","chronology_notes_full","controlled_dep","neotoma_geochrontype","neotoma_chroncontroltypes","ageboundyounger","ageboundolder","agetype","datasettype","datasetnotes_full","samplenotes_full"
"1615",0,"charcoal | num",NA,0.5,NA,NA,-57.92502216,NA,NA,"IMPDv1","Charcoal (sum)","(additional options)",NA,NA,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",304,NA,NA,"quant_raw",NA,NA,NA,"IMPDv1","IMPD_18435","charcoal","count","unspec","wet_sieve","particle","num","particles","no_size","num","IMPDv1","measured",1,"IMPDv1",NA,"Lake WA01",61.2447,-136.9264,NA,"north",NA,NA,"sedlac",1615,0,NA,"Rainville, R.A.; Gajewski, K.. Lake WA01. NOAA/WDS Paleoclimatology IMPD study 18435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/18435",NA,NA,NA,NA,"noaa_study_id=18435; original pub in IMPD datafile header","IMPDv1:IMPD_18435",1615,"Rainville, R.A.",1,"Rainville","R.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_18435",1615,"IMPDv1","IMPD_18435",NA,0.25,0.25,"cm",NA,"210Pb",NA,NA,NA,-58.1,NA,NA,TRUE,NA,"NA Date is calibrated.","Lake WA01_SIEVED","counted","NaN-NaN",NA,NA,"",-58.1,NA,NA,-58.1,0.25,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Lead-210","Lead-210",-57.92502216,10914.22502,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1","Sample Age Source: IMPDv1"
"1615",1,"charcoal | >125um num",NA,1.5,NA,NA,-56.90345762,NA,NA,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",12,NA,NA,"quant_raw",NA,NA,NA,"IMPDv1","IMPD_18435","charcoal","count","macrochar","wet_sieve","particle",">125um num","count",">125um","num","IMPDv1","measured",1,"IMPDv1",NA,"Lake WA01",61.2447,-136.9264,NA,"north",NA,NA,"sedlac",1615,0,NA,"Rainville, R.A.; Gajewski, K.. Lake WA01. NOAA/WDS Paleoclimatology IMPD study 18435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/18435",NA,NA,NA,NA,"noaa_study_id=18435; original pub in IMPD datafile header","IMPDv1:IMPD_18435",1615,"Rainville, R.A.",1,"Rainville","R.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_18435",1615,"IMPDv1","IMPD_18435",NA,0.25,0.25,"cm",NA,"210Pb",NA,NA,NA,-58.1,NA,NA,TRUE,NA,"NA Date is calibrated.","Lake WA01_SIEVED","counted","125-NaN",NA,NA,"",-58.1,NA,NA,-58.1,0.25,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Lead-210","Lead-210",-57.92502216,10914.22502,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1","Sample Age Source: IMPDv1"
"1615",1,"charcoal | >125um num cm-2 yr-1",NA,1.5,NA,NA,-56.90345762,NA,NA,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number cm-2 yr-1","Macroscopic charcoal (sieved)","direct",NA,"CHAR",1061.4,NA,NA,"quant_influx",NA,NA,NA,"IMPDv1","IMPD_18435","charcoal","count","macrochar","wet_sieve","particle",">125um num cm-2 yr-1","particles/cm2/year",">125um","num cm-2 yr-1","IMPDv1","measured",1,"IMPDv1",NA,"Lake WA01",61.2447,-136.9264,NA,"north",NA,NA,"sedlac",1615,0,NA,"Rainville, R.A.; Gajewski, K.. Lake WA01. NOAA/WDS Paleoclimatology IMPD study 18435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/18435",NA,NA,NA,NA,"noaa_study_id=18435; original pub in IMPD datafile header","IMPDv1:IMPD_18435",1615,"Rainville, R.A.",1,"Rainville","R.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_18435",1615,"IMPDv1","IMPD_18435",NA,0.25,0.25,"cm",NA,"210Pb",NA,NA,NA,-58.1,NA,NA,TRUE,NA,"NA Date is calibrated.","Lake WA01_SIEVED",NA,NA,NA,NA,NA,-58.1,NA,NA,-58.1,0.25,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Lead-210","Lead-210",-57.92502216,10914.22502,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1","Sample Age Source: IMPDv1"
"1615",1,"charcoal | num",NA,1.5,NA,NA,-56.90345762,NA,NA,"IMPDv1","Charcoal (sum)","(additional options)",NA,NA,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",184,NA,NA,"quant_raw",NA,NA,NA,"IMPDv1","IMPD_18435","charcoal","count","unspec","wet_sieve","particle","num","particles","no_size","num","IMPDv1","measured",1,"IMPDv1",NA,"Lake WA01",61.2447,-136.9264,NA,"north",NA,NA,"sedlac",1615,0,NA,"Rainville, R.A.; Gajewski, K.. Lake WA01. NOAA/WDS Paleoclimatology IMPD study 18435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/18435",NA,NA,NA,NA,"noaa_study_id=18435; original pub in IMPD datafile header","IMPDv1:IMPD_18435",1615,"Rainville, R.A.",1,"Rainville","R.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_18435",1615,"IMPDv1","IMPD_18435",NA,0.25,0.25,"cm",NA,"210Pb",NA,NA,NA,-58.1,NA,NA,TRUE,NA,"NA Date is calibrated.","Lake WA01_SIEVED","counted","NaN-NaN",NA,NA,"",-58.1,NA,NA,-58.1,0.25,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Lead-210","Lead-210",-57.92502216,10914.22502,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1","Sample Age Source: IMPDv1"
"1615",2,"charcoal | >125um num",NA,2.5,NA,NA,-55.61361005,NA,NA,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",23,NA,NA,"quant_raw",NA,NA,NA,"IMPDv1","IMPD_18435","charcoal","count","macrochar","wet_sieve","particle",">125um num","count",">125um","num","IMPDv1","measured",1,"IMPDv1",NA,"Lake WA01",61.2447,-136.9264,NA,"north",NA,NA,"sedlac",1615,0,NA,"Rainville, R.A.; Gajewski, K.. Lake WA01. NOAA/WDS Paleoclimatology IMPD study 18435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/18435",NA,NA,NA,NA,"noaa_study_id=18435; original pub in IMPD datafile header","IMPDv1:IMPD_18435",1615,"Rainville, R.A.",1,"Rainville","R.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_18435",1615,"IMPDv1","IMPD_18435",NA,0.25,0.25,"cm",NA,"210Pb",NA,NA,NA,-58.1,NA,NA,TRUE,NA,"NA Date is calibrated.","Lake WA01_SIEVED","counted","125-NaN",NA,NA,"",-58.1,NA,NA,-58.1,0.25,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Lead-210","Lead-210",-57.92502216,10914.22502,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1","Sample Age Source: IMPDv1"
"1615",2,"charcoal | >125um num cm-2 yr-1",NA,2.5,NA,NA,-55.61361005,NA,NA,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number cm-2 yr-1","Macroscopic charcoal (sieved)","direct",NA,"CHAR",7050.58,NA,NA,"quant_influx",NA,NA,NA,"IMPDv1","IMPD_18435","charcoal","count","macrochar","wet_sieve","particle",">125um num cm-2 yr-1","particles/cm2/year",">125um","num cm-2 yr-1","IMPDv1","measured",1,"IMPDv1",NA,"Lake WA01",61.2447,-136.9264,NA,"north",NA,NA,"sedlac",1615,0,NA,"Rainville, R.A.; Gajewski, K.. Lake WA01. NOAA/WDS Paleoclimatology IMPD study 18435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/18435",NA,NA,NA,NA,"noaa_study_id=18435; original pub in IMPD datafile header","IMPDv1:IMPD_18435",1615,"Rainville, R.A.",1,"Rainville","R.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_18435",1615,"IMPDv1","IMPD_18435",NA,0.25,0.25,"cm",NA,"210Pb",NA,NA,NA,-58.1,NA,NA,TRUE,NA,"NA Date is calibrated.","Lake WA01_SIEVED",NA,NA,NA,NA,NA,-58.1,NA,NA,-58.1,0.25,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Lead-210","Lead-210",-57.92502216,10914.22502,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1","Sample Age Source: IMPDv1"
"1615",3,"charcoal | >125um num",NA,3.5,NA,NA,-53.64527889,NA,NA,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",26,NA,NA,"quant_raw",NA,NA,NA,"IMPDv1","IMPD_18435","charcoal","count","macrochar","wet_sieve","particle",">125um num","count",">125um","num","IMPDv1","measured",1,"IMPDv1",NA,"Lake WA01",61.2447,-136.9264,NA,"north",NA,NA,"sedlac",1615,0,NA,"Rainville, R.A.; Gajewski, K.. Lake WA01. NOAA/WDS Paleoclimatology IMPD study 18435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/18435",NA,NA,NA,NA,"noaa_study_id=18435; original pub in IMPD datafile header","IMPDv1:IMPD_18435",1615,"Rainville, R.A.",1,"Rainville","R.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_18435",1615,"IMPDv1","IMPD_18435",NA,0.25,0.25,"cm",NA,"210Pb",NA,NA,NA,-58.1,NA,NA,TRUE,NA,"NA Date is calibrated.","Lake WA01_SIEVED","counted","125-NaN",NA,NA,"",-58.1,NA,NA,-58.1,0.25,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Lead-210","Lead-210",-57.92502216,10914.22502,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1","Sample Age Source: IMPDv1"
"1615",3,"charcoal | >125um num cm-2 yr-1",NA,3.5,NA,NA,-53.64527889,NA,NA,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number cm-2 yr-1","Macroscopic charcoal (sieved)","direct",NA,"CHAR",3460.63,NA,NA,"quant_influx",NA,NA,NA,"IMPDv1","IMPD_18435","charcoal","count","macrochar","wet_sieve","particle",">125um num cm-2 yr-1","particles/cm2/year",">125um","num cm-2 yr-1","IMPDv1","measured",1,"IMPDv1",NA,"Lake WA01",61.2447,-136.9264,NA,"north",NA,NA,"sedlac",1615,0,NA,"Rainville, R.A.; Gajewski, K.. Lake WA01. NOAA/WDS Paleoclimatology IMPD study 18435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/18435",NA,NA,NA,NA,"noaa_study_id=18435; original pub in IMPD datafile header","IMPDv1:IMPD_18435",1615,"Rainville, R.A.",1,"Rainville","R.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_18435",1615,"IMPDv1","IMPD_18435",NA,0.25,0.25,"cm",NA,"210Pb",NA,NA,NA,-58.1,NA,NA,TRUE,NA,"NA Date is calibrated.","Lake WA01_SIEVED",NA,NA,NA,NA,NA,-58.1,NA,NA,-58.1,0.25,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Lead-210","Lead-210",-57.92502216,10914.22502,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1","Sample Age Source: IMPDv1"
"1615",3,"charcoal | num",NA,3.5,NA,NA,-53.64527889,NA,NA,"IMPDv1","Charcoal (sum)","(additional options)",NA,NA,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",673,NA,NA,"quant_raw",NA,NA,NA,"IMPDv1","IMPD_18435","charcoal","count","unspec","wet_sieve","particle","num","particles","no_size","num","IMPDv1","measured",1,"IMPDv1",NA,"Lake WA01",61.2447,-136.9264,NA,"north",NA,NA,"sedlac",1615,0,NA,"Rainville, R.A.; Gajewski, K.. Lake WA01. NOAA/WDS Paleoclimatology IMPD study 18435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/18435",NA,NA,NA,NA,"noaa_study_id=18435; original pub in IMPD datafile header","IMPDv1:IMPD_18435",1615,"Rainville, R.A.",1,"Rainville","R.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_18435",1615,"IMPDv1","IMPD_18435",NA,0.25,0.25,"cm",NA,"210Pb",NA,NA,NA,-58.1,NA,NA,TRUE,NA,"NA Date is calibrated.","Lake WA01_SIEVED","counted","NaN-NaN",NA,NA,"",-58.1,NA,NA,-58.1,0.25,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Lead-210","Lead-210",-57.92502216,10914.22502,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1","Sample Age Source: IMPDv1"
"1615",4,"charcoal | >125um num",NA,4.5,NA,NA,-50.8574868,NA,NA,"IMPDv1","Charcoal (sum)",">125 µm",125,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",30,NA,NA,"quant_raw",NA,NA,NA,"IMPDv1","IMPD_18435","charcoal","count","macrochar","wet_sieve","particle",">125um num","count",">125um","num","IMPDv1","measured",1,"IMPDv1",NA,"Lake WA01",61.2447,-136.9264,NA,"north",NA,NA,"sedlac",1615,0,NA,"Rainville, R.A.; Gajewski, K.. Lake WA01. NOAA/WDS Paleoclimatology IMPD study 18435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncei.noaa.gov/access/paleo-search/study/18435",NA,NA,NA,NA,"noaa_study_id=18435; original pub in IMPD datafile header","IMPDv1:IMPD_18435",1615,"Rainville, R.A.",1,"Rainville","R.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMPDv1:IMPD_18435",1615,"IMPDv1","IMPD_18435",NA,0.25,0.25,"cm",NA,"210Pb",NA,NA,NA,-58.1,NA,NA,TRUE,NA,"NA Date is calibrated.","Lake WA01_SIEVED","counted","125-NaN",NA,NA,"",-58.1,NA,NA,-58.1,0.25,NA,"NA Date is calibrated.",". Cal curve: NA. Source DB: IMPDv1","Lacustrine","Lead-210","Lead-210",-57.92502216,10914.22502,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: IMPDv1","Sample Age Source: IMPDv1"
