"cluster_id_entity","usample","channel","depth_top_cm","depth_mid_cm","depth_bot_cm","thick_cm","age_mid_cal_yr_bp","age_top_cal_yr_bp","age_bot_cal_yr_bp","age_source","NAME","ELEMENT","size_min_um","size_max_um","size_min_open","size_max_open","UNITS","CONTEXT","context_source","TAPHONOMY","GROUP","value","value_orig","value_conversion","value_source_column","sample_quantity_value","sample_quantity_ELEMENT","sample_quantity_UNITS","data_source","data_entity","original_fire_proxy","original_meas_type","original_meas_detail","original_meas_method","original_proxy_class","original_quant_units","original_quant_units_raw","parsed_size_token","parsed_unit_token","depth_source","depth_repair_method","n_db_contrib","db_contrib","vocab_flags","entity_name","lat_dd_north","lon_dd_east","elev_m","hemisphere","country_entity","location_desc","depo_context","cluster_id","pubtypeid","year","citation","articletitle","journal","volume","issue","pages","citationnumber","doi","booktitle","numvolumes","edition","volumetitle","seriestitle","seriesvolume","publisher","url_pub","city","state","country","originallanguage","notes_pub","pub_source","cluster_id_contact","contactname","contactstatusid","familyname","leadinginitials","givennames","suffix","title","phone","fax","email","url","address","notes","contact_source","cluster_id_geo","db_geo","source_entity","date_id","depth_cm_geo","depth_orig_geo","depth_unit_geo","thick_cm_geo","date_type","material","age_14C","error","cal_age_geo","cal_curve","lab_number","included","exclude_reason","notes_geo","datasetname","controlled_units","controlled_element","X","X.1","X.2","age_geo","chroncontrol_limityounger","chroncontrol_limitolder","chroncontrol_age","chroncontrol_depth","chroncontrol_thickness","chroncontrol_comments","chronology_notes_full","controlled_dep","neotoma_geochrontype","neotoma_chroncontroltypes","ageboundyounger","ageboundolder","agetype","datasettype","datasetnotes_full","samplenotes_full"
"1512",0,"charcoal | 125-200um num",NA,0,NA,NA,NA,NA,NA,NA,"Charcoal (sum)","125-200 µm",125,200,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",85,NA,NA,"quant_raw",NA,NA,NA,"FPD_novel",2541,"charcoal","count","macrochar","wet_sieve","particle","125-200um num",NA,"125-200um","num","FPD_novel","measured",1,"FPD_novel","ELEMENT=125-200 µm","Croc Pan",-22.196,29.386,520,"south",NA,NA,"sedpan",1512,0,2016,"Ngoloyi (2016), Masters Thesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repo_doi=sedpan","FPD_novel:2541",1512,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FPD_novel:2541",1512,"FPD_novel",2541,16938,25,25,"cm",NA,"14C","bulk",110,30,1913,"SHCal13",NA,TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Croc Pan_SIEVED","counted","125-200",NA,NA,"",110,80,140,110,25,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: SHCal13. Source DB: FPD_novel","","Carbon-14","Radiocarbon",NA,NA,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: FPD_novel","Sample Age Source: NA"
"1512",0,"charcoal | 25-75um num",NA,0,NA,NA,NA,NA,NA,NA,"Charcoal (sum)","25-75 µm",25,75,"False","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",32,NA,NA,"quant_raw",NA,NA,NA,"FPD_novel",2541,"charcoal","count","microchar","pollen_slide","particle","25-75um num",NA,"25-75um","num","FPD_novel","measured",1,"FPD_novel","ELEMENT=25-75 µm","Croc Pan",-22.196,29.386,520,"south",NA,NA,"sedpan",1512,0,2016,"Ngoloyi (2016), Masters Thesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repo_doi=sedpan","FPD_novel:2541",1512,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FPD_novel:2541",1512,"FPD_novel",2541,16938,25,25,"cm",NA,"14C","bulk",110,30,1913,"SHCal13",NA,TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Croc Pan_POLLENSLIDE","counted","25-75",NA,NA,"",110,80,140,110,25,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: SHCal13. Source DB: FPD_novel","","Carbon-14","Radiocarbon",NA,NA,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: FPD_novel","Sample Age Source: NA"
"1512",0,"charcoal | 63-125um num",NA,0,NA,NA,NA,NA,NA,NA,"Charcoal (sum)","63-125 µm",63,125,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",140,NA,NA,"quant_raw",NA,NA,NA,"FPD_novel",2541,"charcoal","count","microchar","wet_sieve","particle","63-125um num",NA,"63-125um","num","FPD_novel","measured",1,"FPD_novel","ELEMENT=63-125 µm","Croc Pan",-22.196,29.386,520,"south",NA,NA,"sedpan",1512,0,2016,"Ngoloyi (2016), Masters Thesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repo_doi=sedpan","FPD_novel:2541",1512,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FPD_novel:2541",1512,"FPD_novel",2541,16938,25,25,"cm",NA,"14C","bulk",110,30,1913,"SHCal13",NA,TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Croc Pan_SIEVED","counted","63-125",NA,NA,"",110,80,140,110,25,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: SHCal13. Source DB: FPD_novel","","Carbon-14","Radiocarbon",NA,NA,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: FPD_novel","Sample Age Source: NA"
"1512",0,"charcoal | 75-100um num",NA,0,NA,NA,NA,NA,NA,NA,"Charcoal (sum)","75-100 µm",75,100,"False","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",1,NA,NA,"quant_raw",NA,NA,NA,"FPD_novel",2541,"charcoal","count","microchar","pollen_slide","particle","75-100um num",NA,"75-100um","num","FPD_novel","measured",1,"FPD_novel","ELEMENT=75-100 µm","Croc Pan",-22.196,29.386,520,"south",NA,NA,"sedpan",1512,0,2016,"Ngoloyi (2016), Masters Thesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repo_doi=sedpan","FPD_novel:2541",1512,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FPD_novel:2541",1512,"FPD_novel",2541,16938,25,25,"cm",NA,"14C","bulk",110,30,1913,"SHCal13",NA,TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Croc Pan_POLLENSLIDE","counted","75-100",NA,NA,"",110,80,140,110,25,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: SHCal13. Source DB: FPD_novel","","Carbon-14","Radiocarbon",NA,NA,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: FPD_novel","Sample Age Source: NA"
"1512",0,"charcoal | <25um num",NA,0,NA,NA,NA,NA,NA,NA,"Charcoal (sum)","<25 µm",NA,25,"True","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",5,NA,NA,"quant_raw",NA,NA,NA,"FPD_novel",2541,"charcoal","count","microchar","pollen_slide","particle","<25um num",NA,"<25um","num","FPD_novel","measured",1,"FPD_novel","ELEMENT=<25 µm","Croc Pan",-22.196,29.386,520,"south",NA,NA,"sedpan",1512,0,2016,"Ngoloyi (2016), Masters Thesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repo_doi=sedpan","FPD_novel:2541",1512,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FPD_novel:2541",1512,"FPD_novel",2541,16938,25,25,"cm",NA,"14C","bulk",110,30,1913,"SHCal13",NA,TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Croc Pan_POLLENSLIDE","counted","NaN-25",NA,NA,"",110,80,140,110,25,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: SHCal13. Source DB: FPD_novel","","Carbon-14","Radiocarbon",NA,NA,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: FPD_novel","Sample Age Source: NA"
"1512",0,"charcoal | >200um num",NA,0,NA,NA,NA,NA,NA,NA,"Charcoal (sum)",">200 µm",200,NA,"False","True","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",14,NA,NA,"quant_raw",NA,NA,NA,"FPD_novel",2541,"charcoal","count","macrochar","wet_sieve","particle",">200um num",NA,">200um","num","FPD_novel","measured",1,"FPD_novel","ELEMENT=>200 µm","Croc Pan",-22.196,29.386,520,"south",NA,NA,"sedpan",1512,0,2016,"Ngoloyi (2016), Masters Thesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repo_doi=sedpan","FPD_novel:2541",1512,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FPD_novel:2541",1512,"FPD_novel",2541,16938,25,25,"cm",NA,"14C","bulk",110,30,1913,"SHCal13",NA,TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Croc Pan_SIEVED","counted","200-NaN",NA,NA,"",110,80,140,110,25,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: SHCal13. Source DB: FPD_novel","","Carbon-14","Radiocarbon",NA,NA,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: FPD_novel","Sample Age Source: NA"
"1512",1,"charcoal | 125-200um num",NA,1,NA,NA,NA,NA,NA,NA,"Charcoal (sum)","125-200 µm",125,200,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",45,NA,NA,"quant_raw",NA,NA,NA,"FPD_novel",2541,"charcoal","count","macrochar","wet_sieve","particle","125-200um num",NA,"125-200um","num","FPD_novel","measured",1,"FPD_novel","ELEMENT=125-200 µm","Croc Pan",-22.196,29.386,520,"south",NA,NA,"sedpan",1512,0,2016,"Ngoloyi (2016), Masters Thesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repo_doi=sedpan","FPD_novel:2541",1512,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FPD_novel:2541",1512,"FPD_novel",2541,16938,25,25,"cm",NA,"14C","bulk",110,30,1913,"SHCal13",NA,TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Croc Pan_SIEVED","counted","125-200",NA,NA,"",110,80,140,110,25,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: SHCal13. Source DB: FPD_novel","","Carbon-14","Radiocarbon",NA,NA,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: FPD_novel","Sample Age Source: NA"
"1512",1,"charcoal | 25-75um num",NA,1,NA,NA,NA,NA,NA,NA,"Charcoal (sum)","25-75 µm",25,75,"False","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",43,NA,NA,"quant_raw",NA,NA,NA,"FPD_novel",2541,"charcoal","count","microchar","pollen_slide","particle","25-75um num",NA,"25-75um","num","FPD_novel","measured",1,"FPD_novel","ELEMENT=25-75 µm","Croc Pan",-22.196,29.386,520,"south",NA,NA,"sedpan",1512,0,2016,"Ngoloyi (2016), Masters Thesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repo_doi=sedpan","FPD_novel:2541",1512,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FPD_novel:2541",1512,"FPD_novel",2541,16938,25,25,"cm",NA,"14C","bulk",110,30,1913,"SHCal13",NA,TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Croc Pan_POLLENSLIDE","counted","25-75",NA,NA,"",110,80,140,110,25,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: SHCal13. Source DB: FPD_novel","","Carbon-14","Radiocarbon",NA,NA,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: FPD_novel","Sample Age Source: NA"
"1512",1,"charcoal | 63-125um num",NA,1,NA,NA,NA,NA,NA,NA,"Charcoal (sum)","63-125 µm",63,125,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",150,NA,NA,"quant_raw",NA,NA,NA,"FPD_novel",2541,"charcoal","count","microchar","wet_sieve","particle","63-125um num",NA,"63-125um","num","FPD_novel","measured",1,"FPD_novel","ELEMENT=63-125 µm","Croc Pan",-22.196,29.386,520,"south",NA,NA,"sedpan",1512,0,2016,"Ngoloyi (2016), Masters Thesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repo_doi=sedpan","FPD_novel:2541",1512,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FPD_novel:2541",1512,"FPD_novel",2541,16938,25,25,"cm",NA,"14C","bulk",110,30,1913,"SHCal13",NA,TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Croc Pan_SIEVED","counted","63-125",NA,NA,"",110,80,140,110,25,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: SHCal13. Source DB: FPD_novel","","Carbon-14","Radiocarbon",NA,NA,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: FPD_novel","Sample Age Source: NA"
"1512",1,"charcoal | 75-100um num",NA,1,NA,NA,NA,NA,NA,NA,"Charcoal (sum)","75-100 µm",75,100,"False","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",0,NA,NA,"quant_raw",NA,NA,NA,"FPD_novel",2541,"charcoal","count","microchar","pollen_slide","particle","75-100um num",NA,"75-100um","num","FPD_novel","measured",1,"FPD_novel","ELEMENT=75-100 µm","Croc Pan",-22.196,29.386,520,"south",NA,NA,"sedpan",1512,0,2016,"Ngoloyi (2016), Masters Thesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repo_doi=sedpan","FPD_novel:2541",1512,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FPD_novel:2541",1512,"FPD_novel",2541,16938,25,25,"cm",NA,"14C","bulk",110,30,1913,"SHCal13",NA,TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Croc Pan_POLLENSLIDE","counted","75-100",NA,NA,"",110,80,140,110,25,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: SHCal13. Source DB: FPD_novel","","Carbon-14","Radiocarbon",NA,NA,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: FPD_novel","Sample Age Source: NA"
"1512",1,"charcoal | <25um num",NA,1,NA,NA,NA,NA,NA,NA,"Charcoal (sum)","<25 µm",NA,25,"True","False","number","Microscopic charcoal (pollen slide)","direct",NA,"CHAR",3,NA,NA,"quant_raw",NA,NA,NA,"FPD_novel",2541,"charcoal","count","microchar","pollen_slide","particle","<25um num",NA,"<25um","num","FPD_novel","measured",1,"FPD_novel","ELEMENT=<25 µm","Croc Pan",-22.196,29.386,520,"south",NA,NA,"sedpan",1512,0,2016,"Ngoloyi (2016), Masters Thesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repo_doi=sedpan","FPD_novel:2541",1512,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FPD_novel:2541",1512,"FPD_novel",2541,16938,25,25,"cm",NA,"14C","bulk",110,30,1913,"SHCal13",NA,TRUE,NA,"NA Date is in uncalibrated radiocarbon years.","Croc Pan_POLLENSLIDE","counted","NaN-25",NA,NA,"",110,80,140,110,25,NA,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: SHCal13. Source DB: FPD_novel","","Carbon-14","Radiocarbon",NA,NA,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: FPD_novel","Sample Age Source: NA"
