"cluster_id_entity","usample","channel","depth_top_cm","depth_mid_cm","depth_bot_cm","thick_cm","age_mid_cal_yr_bp","age_top_cal_yr_bp","age_bot_cal_yr_bp","age_source","NAME","ELEMENT","size_min_um","size_max_um","size_min_open","size_max_open","UNITS","CONTEXT","context_source","TAPHONOMY","GROUP","value","value_orig","value_conversion","value_source_column","sample_quantity_value","sample_quantity_ELEMENT","sample_quantity_UNITS","data_source","data_entity","original_fire_proxy","original_meas_type","original_meas_detail","original_meas_method","original_proxy_class","original_quant_units","original_quant_units_raw","parsed_size_token","parsed_unit_token","depth_source","depth_repair_method","n_db_contrib","db_contrib","vocab_flags","entity_name","lat_dd_north","lon_dd_east","elev_m","hemisphere","country_entity","location_desc","depo_context","cluster_id","pubtypeid","year","citation","articletitle","journal","volume","issue","pages","citationnumber","doi","booktitle","numvolumes","edition","volumetitle","seriestitle","seriesvolume","publisher","url_pub","city","state","country","originallanguage","notes_pub","pub_source","cluster_id_contact","contactname","contactstatusid","familyname","leadinginitials","givennames","suffix","title","phone","fax","email","url","address","notes","contact_source","cluster_id_geo","db_geo","source_entity","date_id","depth_cm_geo","depth_orig_geo","depth_unit_geo","thick_cm_geo","date_type","material","age_14C","error","cal_age_geo","cal_curve","lab_number","included","exclude_reason","notes_geo","datasetname","controlled_units","controlled_element","X","X.1","X.2","age_geo","chroncontrol_limityounger","chroncontrol_limitolder","chroncontrol_age","chroncontrol_depth","chroncontrol_thickness","chroncontrol_comments","chronology_notes_full","controlled_dep","neotoma_geochrontype","neotoma_chroncontroltypes","ageboundyounger","ageboundolder","agetype","datasettype","datasetnotes_full","samplenotes_full"
"1125",0,"charcoal | 125-250um num",0,0.5,1,1,-54,NA,NA,"RPDv1b","Charcoal (sum)","125-250 µm",125,250,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",4,NA,NA,"quant_raw",4,"volume","cm^3","RPDv1b",2087,"charcoal","count","macrochar","wet_sieve","particle","125-250um num",NA,"125-250um","num","RPDv1b","measured",1,"RPDv1b","ELEMENT=125-250 µm","Marcella Lake Core Z count",60.0736111,-133.807777,697,"north",NA,NA,"sedlac",1125,1,2015,"Edwards, M., Franklin-Smith, L., Clarke, C., Baker, J., Hill, S., Gallagher, K., 2015. The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S. Watson) in Yukon, Canada. The Holocene 25, 64–78.","The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S","Watson) in Yukon, Canada. The Holocene",25,NA,"64-78",NA,"10.1177/0959683614556389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"Edwards, M.",1,"Edwards","M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"RPDv1b",2087,17972,0.505,0.505,"cm",0.005,"Radiocarbon date","charcoal",1080,35,NA,NA,"CAMS-115580",TRUE,"","NA Date is in uncalibrated radiocarbon years.","Marcella Lake Core Z count_SIEVED","counted","125-250",NA,NA,"",1080,1045,1115,1080,0.505,0.005,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: RPDv1b","Lacustrine","Carbon-14","Radiocarbon",-54,513,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b #charcoal_recommendedformat","Sample Age Source: RPDv1b"
"1125",1,"charcoal | 125-250um num",1,1.5,2,1,-31,NA,NA,"RPDv1b","Charcoal (sum)","125-250 µm",125,250,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",1,NA,NA,"quant_raw",5,"volume","cm^3","RPDv1b",2087,"charcoal","count","macrochar","wet_sieve","particle","125-250um num",NA,"125-250um","num","RPDv1b","measured",1,"RPDv1b","ELEMENT=125-250 µm","Marcella Lake Core Z count",60.0736111,-133.807777,697,"north",NA,NA,"sedlac",1125,1,2015,"Edwards, M., Franklin-Smith, L., Clarke, C., Baker, J., Hill, S., Gallagher, K., 2015. The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S. Watson) in Yukon, Canada. The Holocene 25, 64–78.","The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S","Watson) in Yukon, Canada. The Holocene",25,NA,"64-78",NA,"10.1177/0959683614556389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"Edwards, M.",1,"Edwards","M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"RPDv1b",2087,17972,0.505,0.505,"cm",0.005,"Radiocarbon date","charcoal",1080,35,NA,NA,"CAMS-115580",TRUE,"","NA Date is in uncalibrated radiocarbon years.","Marcella Lake Core Z count_SIEVED","counted","125-250",NA,NA,"",1080,1045,1115,1080,0.505,0.005,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: RPDv1b","Lacustrine","Carbon-14","Radiocarbon",-54,513,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b #charcoal_recommendedformat","Sample Age Source: RPDv1b"
"1125",2,"charcoal | 125-250um num",2,2.5,3,1,-9,NA,NA,"RPDv1b","Charcoal (sum)","125-250 µm",125,250,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",6,NA,NA,"quant_raw",3,"volume","cm^3","RPDv1b",2087,"charcoal","count","macrochar","wet_sieve","particle","125-250um num",NA,"125-250um","num","RPDv1b","measured",1,"RPDv1b","ELEMENT=125-250 µm","Marcella Lake Core Z count",60.0736111,-133.807777,697,"north",NA,NA,"sedlac",1125,1,2015,"Edwards, M., Franklin-Smith, L., Clarke, C., Baker, J., Hill, S., Gallagher, K., 2015. The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S. Watson) in Yukon, Canada. The Holocene 25, 64–78.","The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S","Watson) in Yukon, Canada. The Holocene",25,NA,"64-78",NA,"10.1177/0959683614556389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"Franklin-Smith, L.",1,"Franklin-Smith","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"RPDv1b",2087,17972,0.505,0.505,"cm",0.005,"Radiocarbon date","charcoal",1080,35,NA,NA,"CAMS-115580",TRUE,"","NA Date is in uncalibrated radiocarbon years.","Marcella Lake Core Z count_SIEVED","counted","125-250",NA,NA,"",1080,1045,1115,1080,0.505,0.005,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: RPDv1b","Lacustrine","Carbon-14","Radiocarbon",-54,513,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b #charcoal_recommendedformat","Sample Age Source: RPDv1b"
"1125",3,"charcoal | 125-250um num",3,3.5,4,1,14,NA,NA,"RPDv1b","Charcoal (sum)","125-250 µm",125,250,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",5,NA,NA,"quant_raw",4,"volume","cm^3","RPDv1b",2087,"charcoal","count","macrochar","wet_sieve","particle","125-250um num",NA,"125-250um","num","RPDv1b","measured",1,"RPDv1b","ELEMENT=125-250 µm","Marcella Lake Core Z count",60.0736111,-133.807777,697,"north",NA,NA,"sedlac",1125,1,2015,"Edwards, M., Franklin-Smith, L., Clarke, C., Baker, J., Hill, S., Gallagher, K., 2015. The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S. Watson) in Yukon, Canada. The Holocene 25, 64–78.","The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S","Watson) in Yukon, Canada. The Holocene",25,NA,"64-78",NA,"10.1177/0959683614556389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"Franklin-Smith, L.",1,"Franklin-Smith","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"RPDv1b",2087,17972,0.505,0.505,"cm",0.005,"Radiocarbon date","charcoal",1080,35,NA,NA,"CAMS-115580",TRUE,"","NA Date is in uncalibrated radiocarbon years.","Marcella Lake Core Z count_SIEVED","counted","125-250",NA,NA,"",1080,1045,1115,1080,0.505,0.005,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: RPDv1b","Lacustrine","Carbon-14","Radiocarbon",-54,513,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b #charcoal_recommendedformat","Sample Age Source: RPDv1b"
"1125",4,"charcoal | 125-250um num",4,4.5,5,1,37,NA,NA,"RPDv1b","Charcoal (sum)","125-250 µm",125,250,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",9,NA,NA,"quant_raw",4,"volume","cm^3","RPDv1b",2087,"charcoal","count","macrochar","wet_sieve","particle","125-250um num",NA,"125-250um","num","RPDv1b","measured",1,"RPDv1b","ELEMENT=125-250 µm","Marcella Lake Core Z count",60.0736111,-133.807777,697,"north",NA,NA,"sedlac",1125,1,2015,"Edwards, M., Franklin-Smith, L., Clarke, C., Baker, J., Hill, S., Gallagher, K., 2015. The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S. Watson) in Yukon, Canada. The Holocene 25, 64–78.","The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S","Watson) in Yukon, Canada. The Holocene",25,NA,"64-78",NA,"10.1177/0959683614556389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"Clarke, C.",1,"Clarke","C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"RPDv1b",2087,17972,0.505,0.505,"cm",0.005,"Radiocarbon date","charcoal",1080,35,NA,NA,"CAMS-115580",TRUE,"","NA Date is in uncalibrated radiocarbon years.","Marcella Lake Core Z count_SIEVED","counted","125-250",NA,NA,"",1080,1045,1115,1080,0.505,0.005,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: RPDv1b","Lacustrine","Carbon-14","Radiocarbon",-54,513,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b #charcoal_recommendedformat","Sample Age Source: RPDv1b"
"1125",5,"charcoal | 125-250um num",5,5.5,6,1,59,NA,NA,"RPDv1b","Charcoal (sum)","125-250 µm",125,250,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",10,NA,NA,"quant_raw",3,"volume","cm^3","RPDv1b",2087,"charcoal","count","macrochar","wet_sieve","particle","125-250um num",NA,"125-250um","num","RPDv1b","measured",1,"RPDv1b","ELEMENT=125-250 µm","Marcella Lake Core Z count",60.0736111,-133.807777,697,"north",NA,NA,"sedlac",1125,1,2015,"Edwards, M., Franklin-Smith, L., Clarke, C., Baker, J., Hill, S., Gallagher, K., 2015. The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S. Watson) in Yukon, Canada. The Holocene 25, 64–78.","The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S","Watson) in Yukon, Canada. The Holocene",25,NA,"64-78",NA,"10.1177/0959683614556389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"Clarke, C.",1,"Clarke","C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"RPDv1b",2087,17972,0.505,0.505,"cm",0.005,"Radiocarbon date","charcoal",1080,35,NA,NA,"CAMS-115580",TRUE,"","NA Date is in uncalibrated radiocarbon years.","Marcella Lake Core Z count_SIEVED","counted","125-250",NA,NA,"",1080,1045,1115,1080,0.505,0.005,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: RPDv1b","Lacustrine","Carbon-14","Radiocarbon",-54,513,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b #charcoal_recommendedformat","Sample Age Source: RPDv1b"
"1125",6,"charcoal | 125-250um num",6,6.5,7,1,82,NA,NA,"RPDv1b","Charcoal (sum)","125-250 µm",125,250,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",8,NA,NA,"quant_raw",3,"volume","cm^3","RPDv1b",2087,"charcoal","count","macrochar","wet_sieve","particle","125-250um num",NA,"125-250um","num","RPDv1b","measured",1,"RPDv1b","ELEMENT=125-250 µm","Marcella Lake Core Z count",60.0736111,-133.807777,697,"north",NA,NA,"sedlac",1125,1,2015,"Edwards, M., Franklin-Smith, L., Clarke, C., Baker, J., Hill, S., Gallagher, K., 2015. The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S. Watson) in Yukon, Canada. The Holocene 25, 64–78.","The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S","Watson) in Yukon, Canada. The Holocene",25,NA,"64-78",NA,"10.1177/0959683614556389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"Baker, J.",1,"Baker","J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"RPDv1b",2087,17972,0.505,0.505,"cm",0.005,"Radiocarbon date","charcoal",1080,35,NA,NA,"CAMS-115580",TRUE,"","NA Date is in uncalibrated radiocarbon years.","Marcella Lake Core Z count_SIEVED","counted","125-250",NA,NA,"",1080,1045,1115,1080,0.505,0.005,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: RPDv1b","Lacustrine","Carbon-14","Radiocarbon",-54,513,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b #charcoal_recommendedformat","Sample Age Source: RPDv1b"
"1125",7,"charcoal | 125-250um num",7,7.5,8,1,105,NA,NA,"RPDv1b","Charcoal (sum)","125-250 µm",125,250,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",19,NA,NA,"quant_raw",2,"volume","cm^3","RPDv1b",2087,"charcoal","count","macrochar","wet_sieve","particle","125-250um num",NA,"125-250um","num","RPDv1b","measured",1,"RPDv1b","ELEMENT=125-250 µm","Marcella Lake Core Z count",60.0736111,-133.807777,697,"north",NA,NA,"sedlac",1125,1,2015,"Edwards, M., Franklin-Smith, L., Clarke, C., Baker, J., Hill, S., Gallagher, K., 2015. The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S. Watson) in Yukon, Canada. The Holocene 25, 64–78.","The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S","Watson) in Yukon, Canada. The Holocene",25,NA,"64-78",NA,"10.1177/0959683614556389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"Baker, J.",1,"Baker","J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"RPDv1b",2087,17972,0.505,0.505,"cm",0.005,"Radiocarbon date","charcoal",1080,35,NA,NA,"CAMS-115580",TRUE,"","NA Date is in uncalibrated radiocarbon years.","Marcella Lake Core Z count_SIEVED","counted","125-250",NA,NA,"",1080,1045,1115,1080,0.505,0.005,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: RPDv1b","Lacustrine","Carbon-14","Radiocarbon",-54,513,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b #charcoal_recommendedformat","Sample Age Source: RPDv1b"
"1125",8,"charcoal | 125-250um num",8,8.5,9,1,127,NA,NA,"RPDv1b","Charcoal (sum)","125-250 µm",125,250,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",31,NA,NA,"quant_raw",3,"volume","cm^3","RPDv1b",2087,"charcoal","count","macrochar","wet_sieve","particle","125-250um num",NA,"125-250um","num","RPDv1b","measured",1,"RPDv1b","ELEMENT=125-250 µm","Marcella Lake Core Z count",60.0736111,-133.807777,697,"north",NA,NA,"sedlac",1125,1,2005,"Anderson, L., Abbott, M.B., Finney, B.P., Edwards, M.E., 2005. Palaeohydrology of the Southwest Yukon Territory, Canada, based on multiproxy analyses of lake sediment cores from a depth transect. The Holocene 15, 1172–1183.","Palaeohydrology of the Southwest Yukon Territory, Canada, based on multiproxy analyses of lake sediment cores from a depth transect","The Holocene",15,NA,"1172-1183",NA,"10.1191/0959683605hl889rp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"Hill, S.",1,"Hill","S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"RPDv1b",2087,17972,0.505,0.505,"cm",0.005,"Radiocarbon date","charcoal",1080,35,NA,NA,"CAMS-115580",TRUE,"","NA Date is in uncalibrated radiocarbon years.","Marcella Lake Core Z count_SIEVED","counted","125-250",NA,NA,"",1080,1045,1115,1080,0.505,0.005,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: RPDv1b","Lacustrine","Carbon-14","Radiocarbon",-54,513,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b #charcoal_recommendedformat","Sample Age Source: RPDv1b"
"1125",9,"charcoal | 125-250um num",9,9.5,10,1,150,NA,NA,"RPDv1b","Charcoal (sum)","125-250 µm",125,250,"False","False","number","Macroscopic charcoal (sieved)","direct",NA,"CHAR",7,NA,NA,"quant_raw",2,"volume","cm^3","RPDv1b",2087,"charcoal","count","macrochar","wet_sieve","particle","125-250um num",NA,"125-250um","num","RPDv1b","measured",1,"RPDv1b","ELEMENT=125-250 µm","Marcella Lake Core Z count",60.0736111,-133.807777,697,"north",NA,NA,"sedlac",1125,1,2005,"Anderson, L., Abbott, M.B., Finney, B.P., Edwards, M.E., 2005. Palaeohydrology of the Southwest Yukon Territory, Canada, based on multiproxy analyses of lake sediment cores from a depth transect. The Holocene 15, 1172–1183.","Palaeohydrology of the Southwest Yukon Territory, Canada, based on multiproxy analyses of lake sediment cores from a depth transect","The Holocene",15,NA,"1172-1183",NA,"10.1191/0959683605hl889rp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"Hill, S.",1,"Hill","S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPDv1b:2087",1125,"RPDv1b",2087,17972,0.505,0.505,"cm",0.005,"Radiocarbon date","charcoal",1080,35,NA,NA,"CAMS-115580",TRUE,"","NA Date is in uncalibrated radiocarbon years.","Marcella Lake Core Z count_SIEVED","counted","125-250",NA,NA,"",1080,1045,1115,1080,0.505,0.005,"NA Date is in uncalibrated radiocarbon years.",". Cal curve: NA. Source DB: RPDv1b","Lacustrine","Carbon-14","Radiocarbon",-54,513,"Calibrated radiocarbon years BP","sedimentary charcoal","Data Sourcing: RPDv1b #charcoal_recommendedformat","Sample Age Source: RPDv1b"
